兴义市信恒城市建设投资有限公司,,18兴义信恒债02,2018-12-05,67,7,128543,9296,52,53,105,是,2018年第二期兴义市信恒城市建设投资有限公司公司债券募集说明书_3412467240861454.txt
绵阳安州投资控股集团有限公司,,18绵安专债02,2018-12-03,54,7,116404,3508,23,32,44,是,2018年第二期绵阳安州投资控股集团有限公司城市停车场建设专项债券募集说明书_3409835734185655.txt
宿迁高新开发投资有限公司,,18宿迁高新02,2018-11-28,54,3,80575,4172,33,28,61,是,2018年第二期宿迁高新开发投资有限公司公司债券募集说明书_3407273739191125.txt
公司,,18即墨专项债,2018-11-28,60,3,90480,3237,24,26,53,是,2018年青岛市即墨区城市旅游开发投资有限公司城市停车场建设专项债券募集说明书_3407254404195710.txt
海宁市尖山新区开发有限公司,,18海宁新区债02,2018-11-27,75,3,102124,5827,38,48,84,是,2018年第二期海宁市尖山新区开发有限公司公司债券募集说明书_3406363031124768.txt
华晨汽车集团控股有限公司,,18华汽债03,2018-11-27,113,12,153153,9145,64,66,138,是,2018年第二期华晨汽车集团控股有限公司公司债券募集说明书_3402991158708041.txt
北京首创股份有限公司,,首创股份,2018-11-22,107,9,206503,6163,39,44,81,是,首创股份2018年公开发行绿色公司债券募集说明书（面向合格投资者）_600008_20181122_6.txt
北京首创股份有限公司,,首创股份,2018-11-22,107,9,206503,6163,39,44,81,是,北京首创股份有限公司2018年公开发行绿色公司债券募集说明书_3402801564936537.txt
孟州市投资开发有限公司,,18孟州投资02,2018-11-21,85,10,101967,5759,39,40,74,是,2018年第二期孟州市投资开发有限公司公司债券募集说明书_3400315713280348.txt
杭州余杭旅游集团有限公司,,18余旅游,2018-11-21,71,10,122528,6084,42,46,93,是,2018年杭州余杭旅游集团有限公司绿色债券募集说明书_3401199955952027.txt
温岭市国有资产投资集团有限公司,,18温岭债02,2018-11-21,67,1,92906,5680,40,44,74,是,2018年第二期温岭市国有资产投资集团有限公司公司债券募集说明书_3401038694660848.txt
泰州凤城河建设发展有限公司,,18凤城河债01,2018-11-21,85,8,113167,6972,47,58,95,是,2018年第一期泰州凤城河建设发展有限公司公司债券募集说明书_3400395047589376.txt
 宁波旭升汽车技术股份有限公司,旭升股份,,2018-11-20,102,7,178170,6400,30,54,77,是,旭升股份公开发行可转换公司债券募集说明书_603305_20181120_4.txt
上海市北高新股份有限公司,,,2018-11-20,100,13,166656,8591,37,55,117,是,市北高新2018年公开发行公司债券募集说明书（第一期）（面向合格投资者）_600604_20181120_6.txt
枢纽综合开发建设投资有限公司,,新疆,2018-11-20,40,7,90281,3776,25,29,50,是,2018年第一期乌鲁木齐高铁枢纽综合开发建设投资有限公司城市停车场专项债券募集说明书_3396119127112652.txt
山鹰国际控股股份公司,山鹰纸业,,2018-11-19,144,8,292080,8357,44,66,113,是,山鹰纸业公开发行可转换公司债券募集说明书_600567_20181119_8.txt
公司,圆通速递,,2018-11-16,115,7,281041,7787,40,54,100,是,圆通速递公开发行可转换公司债券募集说明书_600233_20181116_4.txt
昆昆集集团团股股份份有有限限公公司,桐昆股份,,2018-11-15,98,7,246364,4478,22,35,55,是,桐昆股份公开发行可转换公司债券募集说明书_601233_20181115_6.txt
科森科技 股票代码公司,科森科技,,2018-11-14,94,8,200924,5452,28,43,68,是,科森科技公开发行可转换公司债券募集说明书_603626_20181114_3.txt
乌苏市兴融建设投资有限责任公司,,18乌苏兴融债01,2018-11-12,50,12,111483,4466,29,40,57,是,2018年第一期乌苏市兴融建设投资有限责任公司公司债券募集说明书_3390014342589638.txt
长沙市城北投资有限公司,,18长沙城北债02,2018-11-12,61,5,68151,3527,25,27,47,是,2018年第二期长沙市城北投资有限公司公司债券募集说明书_3390847051267331.txt
彭泽县城市建设投资有限公司,,18彭泽债01,2018-11-12,53,4,93713,3482,22,31,46,是,2018 年第一期彭泽县城市建设投资有限公司公司债券募集说明书_3390883672537883.txt
福建省投资开发集团有限责任公司,,,2018-11-09,130,6,215257,4921,25,41,57,是,福建省投资开发集团有限责任公司公开发行2018年纾困专项债券募集说明书_3391633988231677.txt
湖南天易融通创业投资有限公司,,18天易融通02,2018-11-08,43,8,88716,3646,21,27,46,是,2018年第二期湖南天易融通创业投资有限公司公司债券募集说明书_3389947341364370.txt
中国邮政集团公司,,,2018-11-08,139,3,90796,5735,36,43,68,是,2018年第一期中国邮政集团公司企业债券募集说明书_3389961281707879.txt
公司,,,2018-11-06,89,2,167874,8250,32,64,93,是,梦百合公开发行可转换公司债券募集说明书_603313_20181106_6.txt
中国光大集团股份公司,,,2018-11-06,193,8,165848,6805,31,48,89,是,中国光大集团股份公司2018年面向合格投资者公开发行公司债券募集说明书（第一期）_3388965363514760.txt
赣州市南康区城市建设发展集团有限公司,,18南康债02,2018-11-06,45,4,69257,3356,25,26,44,是,2018年第二期赣州市南康区城市建设发展集团有限公司双创孵化专项债券募集说明书_3385634247629337.txt
北京长久物流股份有限公司,长久物流,,2018-11-05,122,5,225314,7212,41,53,85,是,长久物流公开发行可转换公司债券募集说明书_603569_20181105_7.txt
江苏交通控股有限公司,,18苏交债01,2018-11-05,73,10,112475,3355,24,25,50,是,2018年第一期江苏交通控股有限公司公司债券募集说明书_3384865592469247.txt
铁龙集装箱物流股份有限公司,铁龙物流,,2018-11-05,97,8,148434,6914,22,51,73,是,1.中铁铁龙集装箱物流股份有限公司公开发行2018年公司债券募集说明书（第一期）_3385604497487611.txt
公司,,18成都金融城专项债,2018-11-02,44,3,89974,2811,22,24,44,是,2018年成都金融城投资发展有限责任公司专项债券募集说明书_3384781509091518.txt
贵州水城经济开发区高科开发投资有限公司,,18水城高科债,2018-11-01,80,2,103169,5303,37,46,69,是,2018年贵州水城经济开发区高科开发投资有限公司公司债券募集说明书_3383734876574381.txt
红狮控股集团有限公司,,,2018-10-29,122,6,213072,10469,53,75,132,是,红狮控股集团有限公司公开发行2018年扶贫专项公司债券募集说明书_3382175732096720.txt
赣州市章贡区建设投资集团有限公司,,18章贡债,2018-10-29,53,9,119288,6049,35,52,71,是,2018年赣州市章贡区建设投资集团有限公司公司债券募集说明书_3378781838638678.txt
江南新城建设投资开发有限公司,,18常鼎新城债01,2018-10-29,57,7,83159,5557,37,46,73,是,2018年第一期常德市鼎城江南新城建设投资开发有限公司公司债券募集说明书_3379638204432168.txt
广西东投集团有限公司,,18桂东投债01,2018-10-23,48,3,73692,2814,19,21,37,是,2018年第一期广西东投集团有限公司公司债券募集说明书_3376035288690441.txt
安吉县城市建设投资集团有限公司,,18安吉绿色债02,2018-10-17,67,9,109039,4952,36,41,72,是,2018年第二期安吉县城市建设投资集团有限公司海绵城市绿色债券募集说明书_3370961145129559.txt
华晨汽车集团控股有限公司,,18华汽债01,2018-10-15,113,11,140501,9145,64,66,138,是,2018年第一期华晨汽车集团控股有限公司公司债券募集说明书_3365814238124964.txt
华晨汽车集团控股有限公司,,18华汽债01,2018-10-15,113,11,140501,9145,64,66,138,是,2018年第一期华晨汽车集团控股有限公司公司债券募集说明书_3365818562458902.txt
赣州市南康区城市建设发展集团有限公司,,18南康债01,2018-10-12,45,4,69101,3356,25,26,44,是,2018年第一期赣州市南康区城市建设发展集团有限公司双创孵化专项债券募集说明书_3365891864548882.txt
孟州市投资开发有限公司,,18孟州投资01,2018-10-12,85,10,102016,5767,39,40,74,是,2018年第一期孟州市投资开发有限公司公司债券募集说明书_3366642269989378.txt
酉阳县桃花源旅游投资（集团）有限公司,,18酉桃花源债,2018-10-11,51,6,102917,3252,21,19,39,是,2018年酉阳县桃花源旅游投资（集团）有限公司公司债券募集说明书_3364945134788462.txt
蓬莱国有资产投资集团有限公司,,18舟山蓬莱债01,2018-10-11,87,9,116647,5211,32,34,73,是,2018年第一期舟山群岛新区蓬莱国有资产投资集团有限公司公司债券募集说明书_3364922724360612.txt
湖南天易融通创业投资有限公司,,18天易融通01,2018-09-28,43,8,88302,3602,21,26,45,是,2018年第一期湖南天易融通创业投资有限公司公司债券募集说明书_3354386287566062.txt
海门南黄海建设发展有限公司,,18南黄海债,2018-09-26,56,2,76656,3144,22,25,44,是,2018年海门南黄海建设发展有限公司公司债券募集说明书_3352805727291579.txt
桃源县经济开发区开发投资有限公司,,18桃源经开债01,2018-09-25,39,4,83357,4696,31,42,58,是,2018年第一期桃源县经济开发区开发投资有限公司公司债券募集说明书_3348528372101863.txt
当涂县城乡建设投资有限责任公司,,18当涂债,2018-09-25,73,4,96469,3667,24,30,47,是,2018年当涂县城乡建设投资有限责任公司公司债券募集说明书_3348522338514687.txt
江苏天目湖（集团）有限公司,,,2018-09-21,68,6,106077,4993,27,36,62,是,江苏天目湖（集团）有限公司2018年公开发行公司债券募集说明书_3348535177487971.txt
安宁发展投资集团有限公司,,18安发专项01,2018-09-21,49,5,89921,2807,23,19,40,是,2018年第一期安宁发展投资集团有限公司城市地下综合管廊建设专项债券募集说明书_3348510052805853.txt
海宁市尖山新区开发有限公司,,18海宁新区债01,2018-09-19,75,3,101823,5827,38,48,84,是,2018年第一期海宁市尖山新区开发有限公司公司债券募集说明书_3346781940497538.txt
大众公司,,,2018-09-17,0,0,0,0,0,0,0,否,大众公用关于上海大众公用事业（集团）股份有限公司《2018年公开发行公司债券募集说明书》的补充说明_600635_20180917_1.txt
上海大众公用事业（集团）股份有限公司,,,2018-09-17,0,0,0,0,0,0,0,否,关于上海大众公用事业（集团）股份有限公司《2018年公开发行公司债券募集说明书》的补充说明_3342533560471926.txt
上海大众公用事业（集团）股份有限公司,,,2018-09-17,0,0,0,0,0,0,0,否,关于上海大众公用事业（集团）股份有限公司《2018年公开发行公司债券募集说明书》的补充说明_3342533914452287.txt
上海大众公用事业（集团）股份有限公司,,,2018-09-17,0,0,0,0,0,0,0,否,关于上海大众公用事业（集团）股份有限公司《2018年公开发行公司债券募集说明书》的补充说明_3342533723522102.txt
上饶县城市建设投资开发有限公司,,18上饶县城投债,2018-09-13,73,9,97878,3932,24,30,40,是,2018年上饶县城市建设投资开发有限公司公司债券募集说明书_3341569238667412.txt
 A 股可转换公司,顾家家居,,2018-09-10,83,6,254189,4145,25,26,63,是,顾家家居公开发行可转换公司债券募集说明书_603816_20180910_10.txt
广西百色百东投资有限公司,,18百东债01,2018-09-06,54,3,77051,3428,24,22,51,是,2018年第一期广西百色百东投资有限公司公司债券募集说明书_3334747455350718.txt
投资开发有限公司,,18永修城投02,2018-09-05,72,5,77232,2990,23,28,39,是,3、2018年第二期永修县城市建设投资开发有限公司公司债券募集说明书_3334648755701145.txt
沂源宏鼎资产经营有限公司,,18沂源宏鼎债,2018-09-05,72,9,109369,3453,24,31,44,是,2018年沂源宏鼎资产经营有限公司公司债券募集说明书_3334693259954641.txt
广东省广业集团有限公司,,18广业绿色债02,2018-09-05,109,6,155411,8163,52,54,102,是,2018年第二期广东省广业集团有限公司绿色公司债券募集说明书_3334568909815015.txt
杭州良渚文化城集团有限公司,,18良渚停车场专项债,2018-09-05,64,7,142050,5060,34,34,69,是,2018年杭州良渚文化城集团有限公司城市停车场建设专项债券募集说明书_3333824644364639.txt
厦门轨道交通集团有限公司,,18厦门轨道债01,2018-09-04,87,4,95797,5650,43,46,85,是,2018年第一期厦门轨道交通集团有限公司公司债券募集说明书_3331294177331649.txt
泗县城市建设投资有限公司,,18泗县债,2018-09-03,41,3,91292,3851,26,28,56,是,2018年泗县城市建设投资有限公司公司债券募集说明书_3331121087402189.txt
江苏洋口港建设发展集团有限公司,,18洋口港债02,2018-08-30,52,7,123895,4735,24,35,62,是,2018年第二期江苏洋口港建设发展集团有限公司公司债券募集说明书_3325197809043470.txt
武汉地铁集团有限公司,,18武汉地铁绿色债02,2018-08-30,84,8,124616,5102,36,40,74,是,2018年第二期武汉地铁集团有限公司绿色债券募集说明书_3329483154971655.txt
北京汽车集团有限公司,,海纳川公司,2018-08-28,117,5,177592,10744,49,86,148,是,北京汽车集团有限公司2018年公开发行公司债券募集说明书_3327833269351328.txt
眉山市东坡发展投资有限公司,,18东坡发投债01,2018-08-27,65,18,100105,6808,38,44,74,是,2018年第一期眉山市东坡发展投资有限公司公司债券募集说明书_3325172918919839.txt
浙江武义城市建设投资集团有限公司,,18武义停车场专项债01,2018-08-24,65,7,83545,4722,30,33,60,是,2018年第一期浙江武义城市建设投资集团有限公司城市停车场建设专项债券募集说明书_3324289505444216.txt
树业环保科技股份有限公司,,18树业环保绿色债,2018-08-24,89,2,106327,6289,42,51,84,是,2018年树业环保科技股份有限公司绿色债券募集说明书_3323452023708052.txt
北京市基础设施投资有限公司,,品种一”、“18京投债01,2018-08-24,51,7,93872,3617,28,29,54,是,2018年第一期北京市基础设施投资有限公司公司债券募集说明书_3323451250426950.txt
北京市基础设施投资有限公司,,品种一”、“18京投债01,2018-08-24,51,7,93872,3617,28,29,54,是,2018年第一期北京市基础设施投资有限公司公司债券募集说明书_3323451758387189.txt
公司,,,2018-08-21,48,1,72182,2497,21,21,33,是,2018年中国铁路建设债券募集说明书（2018年7月更新版）_3322498507814568.txt
投资开发有限公司,,18永修城投01,2018-08-21,74,5,74979,2986,23,28,39,是,2018年第一期永修县城市建设投资开发有限公司公司债券募集说明书_3317262406495758.txt
淮安市金湖交通投资有限公司,,18金湖交投债,2018-08-17,63,4,65328,3202,19,25,43,是,2018年淮安市金湖交通投资有限公司公司债券募集说明书_3318252503905607.txt
珠海华发综合发展有限公司,,,2018-08-14,135,10,202261,8901,48,63,108,是,珠海华发综合发展有限公司公开发行2018年公司债券募集说明书_3316542376506646.txt
珠海华发综合发展有限公司,,,2018-08-14,135,10,202261,8901,48,63,108,是,珠海华发综合发展有限公司公开发行2018年公司债券募集说明书_3316537812193599.txt
宜宾市南溪区财源国有资产经营有限责任公司,,18财源债01,2018-08-14,70,8,137725,5362,29,28,51,是,2018年第一期宜宾市南溪区财源国有资产经营有限责任公司公司债券募集说明书_3313147766085570.txt
义乌市城市投资建设集团有限公司,,17义乌专项债,2018-08-13,71,5,104634,3878,26,27,47,是,2017年义乌市城市投资建设集团有限公司城市停车场和地下综合管廊专项债券募集说明书_3312287776341259.txt
南京溧水城市建设集团有限公司,,18溧水停车场债,2018-08-13,98,10,108478,6166,38,49,82,是,2018年南京溧水城市建设集团有限公司城市停车场建设专项债券募集说明书_3313064065722723.txt
公司,,18桐建投专项债01,2018-08-10,40,5,82477,2750,17,21,41,是,2018年第一期桐城市建设投资发展有限责任公司城市停车场建设专项债券募集说明书_3310497751484285.txt
「州珠江实血集困有限公司,,18珠实专项债,2018-08-08,68,5,130872,6189,39,47,84,是,2018年广州珠江实业集团有限公司社会领域产业政府和社会资本合作（PPP）项目专项债券募集说明书_3310478693671453.txt
宿迁高新开发投资有限公司,,18宿迁高新01,2018-08-08,50,3,80012,3887,31,26,57,是,2018年第一期宿迁高新开发投资有限公司公司债券募集说明书_3310397803727308.txt
山东招金集团有限公司,,发行人,2018-08-06,198,17,157046,9810,52,65,97,是,山东招金集团有限公司2018年公开发行可续期公司债券（第一期）债券募集说明书（面向合格投资者）_3307032125741141.txt
山东招金集团有限公司,,发行人,2018-08-06,198,17,157046,9810,52,65,97,是,山东招金集团有限公司2018年公开发行可续期公司债券（第一期）债券募集说明书（面向合格投资者）_3307031255410169.txt
中科曙光 股票代码公司,中科曙光,,2018-08-02,111,9,264395,5414,33,37,70,是,中科曙光公开发行A股可转换公司债券募集说明书_603019_20180802_6.txt
 江苏吴江农村商业银行股份有限公司,吴江银行,,2018-07-31,538,29,212122,15528,87,94,226,是,吴江银行公开发行A股可转换公司债券募集说明书_603323_20180731_5.txt
平度市国有资产经营管理有限公司,,18青岛平度债,2018-07-27,70,5,114549,3137,24,21,47,是,2018年平度市国有资产经营管理有限公司公司债券募集说明书_3299296860083997.txt
格力地产股份有限公司,,,2018-07-24,162,13,175803,12168,63,89,164,是,格力地产2018年公开发行公司债券募集说明书_600185_20180724_1.txt
高能环境 证券公司,,,2018-07-24,97,5,204482,5773,36,46,73,是,高能环境公开发行可转换公司债券募集说明书_603588_20180724_6.txt
公司,,,2018-07-24,48,1,72182,2497,21,21,33,是,2018年中国铁路建设债券募集说明书（2018年7月更新版）_3298408575332164.txt
格力地产股份有限公司,,,2018-07-24,162,13,175803,12168,63,89,164,是,格力地产股份有限公司2018年公开发行公司债券募集说明书_3297461003673161.txt
格力地产股份有限公司,,,2018-07-24,162,13,175803,12168,63,89,164,是,格力地产股份有限公司2018年公开发行公司债券募集说明书_3297465707915934.txt
国开证券股份有限公司,,15国开证券CP001,2018-07-19,252,10,130694,6155,38,52,82,是,国开证券股份有限公司公开发行2018年公司债券募集说明书（面向合格投资）_3293310519112359.txt
际华集团股份有限公司,,新兴置业,2018-07-18,92,5,150719,8418,39,62,101,是,际华集团公开发行2018年公司债券募集说明书（面向合格投资者）（第一期）_601718_20180718_2.txt
威帝公司,威帝股份,,2018-07-18,100,9,175706,5175,28,41,58,是,威帝股份公开发行可转换公司债券募集说明书_603023_20180718_5.txt
定远县城市建设投资有限公司,,18定远城投债01,2018-07-12,62,3,81170,3827,27,29,54,是,2018年第一期定远县城市建设投资有限公司公司债券募集说明书_3287164461394124.txt
公司,海澜之家,,2018-07-11,136,8,222871,4948,31,36,69,是,海澜之家公开发行可转换公司债券募集说明书_600398_20180711_4.txt
湖北省交通投资集团有限公司,,18鄂交投债,2018-07-11,42,3,106767,2808,18,22,38,是,2018年湖北省交通投资集团有限公司公司债券募集说明书_3286306089656045.txt
安井食品 股票代码公司,安井食品,,2018-07-10,149,15,224509,7371,41,54,99,是,安井食品：公开发行可转换公司债券募集说明书_603345_20180710_6.txt
景旺电子 股票代码公司,景旺电子,,2018-07-04,110,8,202893,6403,41,54,88,是,景旺电子：公开发行可转换公司债券募集说明书_603228_20180704_2.txt
公司,,,2018-07-03,48,1,72182,2497,21,21,33,是,2018年中国铁路建设债券募集说明书（2018年7月更新版）_3280249343143997.txt
陕西广电网络传媒（集团）股份有限公司,广电网络,和晶科技,2018-06-25,94,7,206234,4037,21,29,50,是,广电网络公开发行可转换公司债券募集说明书_600831_20180625_6.txt
603027 千禾味业食品股份有限公司,千禾味业,,2018-06-15,75,15,146958,4223,28,33,59,是,千禾味业公开发行A股可转换公司债券募集说明书_603027_20180615_10.txt
重庆再升科技股份有限公司,再升科技,VIP芯材,2018-06-14,144,6,248491,6418,38,47,71,是,再升科技公开发行可转换公司债券募集说明书_603601_20180614_4.txt
宁波经济技术开发区控股有限公司,,,2018-06-06,90,12,143218,5810,29,45,75,是,宁波经济技术开发区控股有限公司公开发行2018年公司债券募集说明书（面向合格投资者）_3255887816175396.txt
公司,,,2018-06-05,48,1,71973,2497,21,21,33,是,2018年中国铁路建设债券募集说明书（2018年5月更新版）_3256061702817820.txt
安徽省高速地产集团有限公司,,,2018-06-05,117,8,167810,8098,46,57,121,是,安徽省高速地产集团有限公司2018年公开发行公司债券募集说明书_3255105107538807.txt
江苏新泉汽车饰件股份有限公司,新泉股份,,2018-05-31,129,8,162916,6704,34,47,64,是,新泉股份：公开发行A股可转换公司债券募集说明书_603179_20180531_4.txt
嘉兴市秀湖发展投资有限公司,,,2018-05-24,0,0,93255,0,0,0,0,否,2018年嘉兴市秀湖发展投资有限公司公司债券募集说明书_3244649965823600.txt
彭山发展控股有限责任公司,,18彭山养老债01,2018-05-17,54,5,82140,3948,28,27,58,是,2018年第一期彭山发展控股有限责任公司养老产业专项债券募集说明书_3238058292314436.txt
江海证券有限公司,,,2018-05-10,215,8,120222,4649,28,38,61,是,江海证券有限公司2018年公开发行公司债券募集说明书_3232602234298811.txt
哈尔滨市城市建设投资集团有限公司,,18哈市城投债,2018-05-09,45,7,126700,4406,28,33,55,是,2018年哈尔滨市城市建设投资集团有限公司公司债券募集说明书_3231132434320199.txt
唐山金融控股集团股份有限公司,,18唐山金控债,2018-05-08,45,6,89385,3670,22,30,46,是,2018年唐山金融控股集团股份有限公司公司债券募集说明书（以此为准）_3231922388898963.txt
泗阳县佳鼎实业有限公司,,18泗阳佳鼎债01,2018-05-07,47,7,97950,4805,25,32,59,是,2018年第一期泗阳县佳鼎实业有限公司公司债券募集说明书_3231022187035295.txt
重庆市万盛经济技术开发区开发投资集团有限公司,,18万盛经开债02,2018-05-07,49,3,107728,3234,20,27,46,是,2018年第二期重庆市万盛经济技术开发区开发投资集团有限公司公司债券募集说明书_3231039428606857.txt
唐山金融控股集团股份有限公司,,18唐山金控债,2018-05-07,45,6,89385,3670,22,30,46,是,2018年唐山金融控股集团股份有限公司公司债券募集说明书_3228518391616571.txt
来安县城市基础设施开发有限公司,,18来安债,2018-05-04,39,4,60120,2566,19,20,38,是,2018年来安县城市基础设施开发有限公司公司债券募集说明书_3227428933010833.txt
都县振兴投资开发有限公司,,18于都振兴债,2018-04-27,60,1,83747,4953,37,38,68,是,2018年于都县振兴投资开发有限公司公司债券募集说明书_3221608696558121.txt
广东省广业集团有限公司,,18广业绿色债01,2018-04-27,107,7,153413,8099,51,54,102,是,2018年第一期广东省广业集团有限公司绿色公司债券募集说明书_3221353373017820.txt
巢湖市城镇建设投资有限公司,,12巢湖城投债,2018-04-26,64,4,96150,5020,40,43,71,是,2018年巢湖市城镇建设投资有限公司公司债券募集说明书_3218893943160122.txt
武汉地铁集团有限公司,,18武汉地铁绿色债01,2018-04-26,80,8,108872,5102,36,40,74,是,2018年第一期武汉地铁集团有限公司绿色债券募集说明书_3220523869357460.txt
芜湖新马投资有限公司,,18芜新债,2018-04-26,84,2,129962,6106,35,48,77,是,2018年芜湖新马投资有限公司公司债券募集说明书_3220631555963278.txt
公司,,18马经开小微01,2018-04-25,103,3,76301,3143,28,23,46,是,2018年第一期马鞍山经济技术开发区建设投资有限公司小微企业增信集合债券募集说明书_3219598789487121.txt
威海市文登区城市资产经营有限公司,,18文登专项债01,2018-04-25,63,3,91357,3362,26,25,50,是,2018年第一期威海市文登区城市资产经营有限公司城市停车场建设专项债券募集说明书_3219926819014381.txt
庐江县城市建设投资有限公司,,18庐江城投债,2018-04-25,66,3,89739,3775,26,31,49,是,2018年庐江县城市建设投资有限公司公司债券募集说明书_3218703212451373.txt
绵阳安州投资控股集团有限公司,,18绵安专债01,2018-04-25,59,7,129571,3503,22,32,44,是,2018年第一期绵阳安州投资控股集团有限公司城市停车场建设专项债券募集说明书_3219815649332448.txt
新凤凤鸣鸣集集团团股股份份有有限限公公司,新凤鸣,,2018-04-24,124,3,187521,6582,35,49,78,是,新凤鸣公开发行可转换公司债券募集说明书_603225_20180424_7.txt
芜湖宜居投资（集团）有限公司,,18芜湖养老债01,2018-04-24,77,2,126244,5538,32,38,72,是,2018年第一期芜湖宜居投资（集团）有限公司养老产业专项债券募集说明书_3219075320383606.txt
安吉县城市建设投资集团有限公司,,18安吉绿色债01,2018-04-24,68,9,113809,4965,36,42,72,是,2018年第一期安吉县城市建设投资集团有限公司海绵城市绿色债券募集说明书_3218712041734495.txt
扬州市城建国有资产控股（集团）有限责任公司,,交通产业集团,2018-04-24,181,12,216346,9677,48,69,105,是,扬州市城建国有资产控股（集团）有限责任公司2018年面向合格投资者公开发行公司债券募集说明书_3218776932427940.txt
厦门国贸集团股份有限公司,,,2018-04-23,132,6,175805,5945,38,44,82,是,厦门国贸公开发行2018年可续期公司债券募集说明书（发行稿）_600755_20180423_5.txt
鹏博士电信传媒集团股份有限公司,,,2018-04-23,113,6,188926,5877,30,47,74,是,鹏博士2018年公开发行公司债券募集说明书（面向合格投资者）_600804_20180423_1.txt
厦门国贸集团股份有限公司,,,2018-04-23,132,6,175805,5945,38,44,82,是,厦门国贸集团股份有限公司公开发行2018年可续期公司债券募集说明书_3218762894212828.txt
鹏博士电信传媒集团股份有限公司,,,2018-04-23,113,6,188926,5877,30,47,74,是,鹏博士电信传媒集团股份有限公司2018年面向合格投资者公开发行公司债券募集说明书_3216350322820777.txt
景德镇市国资运营投资控股集团有限责任公司,,,2018-04-23,150,14,221229,7553,36,54,92,是,景德镇市国资运营投资控股集团有限责任公司2018年公开发行公司债券募集说明书_3216196054137122.txt
韶山高新建设投资有限公司,,18韶山高新债,2018-04-20,43,8,78316,3547,24,29,51,是,2018年韶山高新建设投资有限公司公司债券募集说明书_3216406471156120.txt
同济堂医药有限公司,,,2018-04-20,102,10,188730,6083,35,47,86,是,1 同济堂医药有限公司2018年第一期公开发行债券募集说明书_3214787117876345.txt
同济堂医药有限公司,,,2018-04-20,102,10,188730,6083,35,47,86,是,1 同济堂医药有限公司2018年第一期公开发行债券募集说明书_3214792732798451.txt
青岛西海岸发展（集团）有限公司,,18西发债,2018-04-20,70,8,66224,3582,23,28,50,是,2018年青岛西海岸发展（集团）有限公司公司债券募集说明书_3215430065803014.txt
区草堂科技产业基地发展有限公司,,,2018-04-18,72,7,142585,0,0,0,0,否,2018年西安高新区草堂科技产业基地发展有限公司公司债券募集说明书_3213807902033834.txt
龙源电力集团股份有限公司,,18龙源绿色债01,2018-04-16,85,6,136989,6350,35,52,85,是,2018年第一期龙源电力集团股份有限公司绿色债券募集说明书_3212737058717874.txt
安徽军工集团控股有限公司,,11安徽军工债,2018-04-16,70,7,118564,3929,21,27,51,是,安徽军工集团控股有限公司2018年公开发行公司债券募集说明书_3210321522746442.txt
福建天马科技集团股份有限公司,,,2018-04-13,154,3,207934,8332,45,62,105,是,天马科技公开发行可转换公司债券募集说明书_603668_20180413_5.txt
马鞍山郑蒲港新区建设投资有限公司,,18郑蒲债01,2018-04-13,30,2,75416,2397,18,16,34,是,2018年第一期马鞍山郑蒲港新区建设投资有限公司公司债券募集说明书_3210146923516376.txt
温岭市国有资产投资集团有限公司,,18温岭债01,2018-04-13,65,2,93845,5456,39,43,72,是,2018年第一期温岭市国有资产投资集团有限公司公司债券募集说明书_3209515001403366.txt
陕西金融控股集团有限公司,,18陕金控绿色债,2018-04-13,117,6,120592,5064,36,45,66,是,2018年陕西金融控股集团有限公司绿色债券募集说明书_3209395152118885.txt
